name,strand,chr,intersections
YMR144W,+,chrXIII,65
YMR145C,-,chrXIII,1675
YMR146C,-,chrXIII,1056
YMR147W,+,chrXIII,54
YMR148W,+,chrXIII,71
YMR149W,+,chrXIII,138
YMR151W,+,chrXIII,23
YMR150C,-,chrXIII,14
YMR152W,+,chrXIII,53
YMR153W,+,chrXIII,194
YMR153C-A,-,chrXIII,21
YMR154C,-,chrXIII,38
YMR155W,+,chrXIII,65
YMR156C,-,chrXIII,39
YMR157C,-,chrXIII,36
YMR158W,+,chrXIII,108
YMR158C-A,-,chrXIII,39
YMR158W-B,+,chrXIII,3
YMR159C,-,chrXIII,71
YMR160W,+,chrXIII,189
YMR161W,+,chrXIII,177
YMR162C,-,chrXIII,175
YMR163C,-,chrXIII,96
YMR164C,-,chrXIII,176
YMR165C,-,chrXIII,182
YMR166C,-,chrXIII,84
YMR167W,+,chrXIII,119
YMR168C,-,chrXIII,65
YMR169C,-,chrXIII,43
YMR170C,-,chrXIII,53
YMR171C,-,chrXIII,164
YMR172W,+,chrXIII,115
YMR172C-A,-,chrXIII,7
YMR173W,+,chrXIII,1082
YMR173W-A,+,chrXIII,835
YMR174C,-,chrXIII,42
YMR175W,+,chrXIII,25
YMR175W-A,+,chrXIII,15
YMR176W,+,chrXIII,91
YMR177W,+,chrXIII,385
YMR178W,+,chrXIII,108
YMR179W,+,chrXIII,115
YMR180C,-,chrXIII,66
YMR181C,-,chrXIII,110
YMR182C,-,chrXIII,74
YMR182W-A,+,chrXIII,28
YMR183C,-,chrXIII,672
YMR184W,+,chrXIII,177
YMR185W,+,chrXIII,121
YMR186W,+,chrXIII,9703
YMR187C,-,chrXIII,33
YMR188C,-,chrXIII,529
YMR189W,+,chrXIII,46
YMR190C,-,chrXIII,331
YMR191W,+,chrXIII,103
YMR192W,+,chrXIII,216
YMR193W,+,chrXIII,484
YMR194W,+,chrXIII,85
YMR194W,+,chrXIII,1109
YMR193C-A,-,chrXIII,16
YMR194C-B,-,chrXIII,60
YMR194C-B,-,chrXIII,36
YMR194C-A,-,chrXIII,21
YMR195W,+,chrXIII,539
YMR196W,+,chrXIII,43
YMR197C,-,chrXIII,198
YMR198W,+,chrXIII,128
YMR199W,+,chrXIII,178
YMR200W,+,chrXIII,494
YMR201C,-,chrXIII,134
YMR201C,-,chrXIII,16
YMR202W,+,chrXIII,431
YMR203W,+,chrXIII,343
YMR204C,-,chrXIII,87
YMR205C,-,chrXIII,592
YMR206W,+,chrXIII,18
YMR207C,-,chrXIII,374
YMR208W,+,chrXIII,423
YMR209C,-,chrXIII,90
YMR210W,+,chrXIII,78
YMR211W,+,chrXIII,114
YMR212C,-,chrXIII,353
YMR213W,+,chrXIII,240
YMR214W,+,chrXIII,274
YMR215W,+,chrXIII,345
YMR216C,-,chrXIII,229
YMR217W,+,chrXIII,1177
YMR218C,-,chrXIII,179
YMR219W,+,chrXIII,643
YMR220W,+,chrXIII,504
YMR221C,-,chrXIII,171
YMR222C,-,chrXIII,55
YMR223W,+,chrXIII,140
YMR224C,-,chrXIII,84
YMR225C,-,chrXIII,297
YMR225C,-,chrXIII,156
YMR226C,-,chrXIII,942
YMR227C,-,chrXIII,354
YMR228W,+,chrXIII,50
YMR229C,-,chrXIII,3409
YMR230W,+,chrXIII,2849
YMR230W,+,chrXIII,4653
YMR230W-A,+,chrXIII,2386
YMR231W,+,chrXIII,133
YMR232W,+,chrXIII,33
YMR233W,+,chrXIII,233
YMR234W,+,chrXIII,70
YMR235C,-,chrXIII,896
YMR236W,+,chrXIII,275
YMR237W,+,chrXIII,241
YMR238W,+,chrXIII,345
YMR239C,-,chrXIII,348
YMR240C,-,chrXIII,243
YMR241W,+,chrXIII,533
YMR242C,-,chrXIII,1774
YMR242C,-,chrXIII,8
YMR242W-A,+,chrXIII,6
YMR243C,-,chrXIII,333
YMR244W,+,chrXIII,27
YMR245W,+,chrXIII,29
YMR244C-A,-,chrXIII,92
YMR246W,+,chrXIII,538
YMR247C,-,chrXIII,263
YMR247W-A,+,chrXIII,3
YMR250W,+,chrXIII,43
YMR251W,+,chrXIII,11
YMR251W-A,+,chrXIII,5482
YMR252C,-,chrXIII,14
YMR253C,-,chrXIII,31
YMR254C,-,chrXIII,1
YMR255W,+,chrXIII,721
YMR256C,-,chrXIII,543
YMR257C,-,chrXIII,112
YMR258C,-,chrXIII,70
YMR259C,-,chrXIII,148
YMR260C,-,chrXIII,992
YMR261C,-,chrXIII,148
YMR262W,+,chrXIII,21
YMR263W,+,chrXIII,250
YMR264W,+,chrXIII,212
YMR265C,-,chrXIII,88
YMR266W,+,chrXIII,823
YMR267W,+,chrXIII,104
YMR268C,-,chrXIII,127
YMR269W,+,chrXIII,579
YMR270C,-,chrXIII,148
YMR271C,-,chrXIII,28
YMR272W-A,+,chrXIII,8
YMR272C,-,chrXIII,242
YMR272W-B,+,chrXIII,6
YMR273C,-,chrXIII,583
YMR274C,-,chrXIII,41
YMR275C,-,chrXIII,168
YMR276W,+,chrXIII,195
YMR277W,+,chrXIII,449
YMR278W,+,chrXIII,171
YMR279C,-,chrXIII,11
YMR280C,-,chrXIII,111
YMR281W,+,chrXIII,79
YMR282C,-,chrXIII,101
YMR283C,-,chrXIII,116
YMR284W,+,chrXIII,127
YMR285C,-,chrXIII,107
YMR286W,+,chrXIII,143
YMR287C,-,chrXIII,105
YMR288W,+,chrXIII,150
YMR289W,+,chrXIII,153
YMR290W-A,+,chrXIII,896
YMR290C,-,chrXIII,960
YMR291W,+,chrXIII,291
YMR292W,+,chrXIII,4
YMR292W,+,chrXIII,149
YMR293C,-,chrXIII,61
YMR294W,+,chrXIII,160
YMR294W-A,+,chrXIII,13
YMR295C,-,chrXIII,1169
YMR296C,-,chrXIII,1063
YMR297W,+,chrXIII,204
YMR298W,+,chrXIII,141
YMR299C,-,chrXIII,91
YMR300C,-,chrXIII,216
YMR301C,-,chrXIII,165
YMR302C,-,chrXIII,214
YMR303C,-,chrXIII,32
YMR304W,+,chrXIII,355
YMR304C-A,-,chrXIII,870
YMR305C,-,chrXIII,1035
YMR306W,+,chrXIII,50
YMR306C-A,-,chrXIII,48
YMR307W,+,chrXIII,1529
YMR307C-A,-,chrXIII,5
YMR308C,-,chrXIII,625
YMR309C,-,chrXIII,2014
YMR310C,-,chrXIII,307
YMR311C,-,chrXIII,1261
YMR312W,+,chrXIII,81
YMR313C,-,chrXIII,69
YMR314W,+,chrXIII,504
YMR315W,+,chrXIII,344
YMR315W-A,+,chrXIII,10
YMR316W,+,chrXIII,921
YMR316C-A,-,chrXIII,15
YMR317W,+,chrXIII,37
YMR316C-B,-,chrXIII,26
YMR318C,-,chrXIII,775
YMR319C,-,chrXIII,112
YMR320W,+,chrXIII,1
YMR321C,-,chrXIII,83
YMR322C,-,chrXIII,3460
YMR323W,+,chrXIII,21
YMR324C,-,chrXIII,2
YMR325W,+,chrXIII,7
YMR326C,-,chrXIII,4
YNL339W-B,+,chrXIV,12
YNL339W-A,+,chrXIV,8
YNL339C,-,chrXIV,1536
YNL339C,-,chrXIV,116
YNL338W,+,chrXIV,10
YNL337W,+,chrXIV,16
YNL336W,+,chrXIV,512
YNL335W,+,chrXIV,9
YNL334C,-,chrXIV,38
YNL333W,+,chrXIV,38
YNL332W,+,chrXIV,28
YNL331C,-,chrXIV,72
YNL330C,-,chrXIV,330
YNL329C,-,chrXIV,72
YNL328C,-,chrXIV,55
YNL327W,+,chrXIV,652
YNL326C,-,chrXIV,128
YNL324W,+,chrXIV,6
YNL325C,-,chrXIV,166
YNL323W,+,chrXIV,121
YNL322C,-,chrXIV,296
YNL321W,+,chrXIV,50
YNL320W,+,chrXIV,77
YNL319W,+,chrXIV,54
YNL318C,-,chrXIV,8
YNL317W,+,chrXIV,61
YNL316C,-,chrXIV,112
YNL315C,-,chrXIV,102
YNL314W,+,chrXIV,35
YNL313C,-,chrXIV,400
YNL312W,+,chrXIV,10
YNL312W,+,chrXIV,166
YNL311C,-,chrXIV,132
YNL310C,-,chrXIV,119
YNL309W,+,chrXIV,24
YNL308C,-,chrXIV,2674
YNL307C,-,chrXIV,225
YNL306W,+,chrXIV,209
YNL305C,-,chrXIV,139
YNL304W,+,chrXIV,73
YNL303W,+,chrXIV,40
YNL302C,-,chrXIV,2426
YNL302C,-,chrXIV,13
YNL301C,-,chrXIV,2034
YNL301C,-,chrXIV,58
YNL300W,+,chrXIV,262
YNL299W,+,chrXIV,137
YNL298W,+,chrXIV,198
YNL296W,+,chrXIV,4
YNL297C,-,chrXIV,341
YNL295W,+,chrXIV,140
YNL294C,-,chrXIV,340
YNL293W,+,chrXIV,128
YNL292W,+,chrXIV,265
YNL291C,-,chrXIV,212
YNL290W,+,chrXIV,299
YNL289W,+,chrXIV,188
YNL288W,+,chrXIV,119
YNL287W,+,chrXIV,1310
YNL286W,+,chrXIV,611
YNL285W,+,chrXIV,296
YNL284C-B,-,chrXIV,42975
YNL284C-B,-,chrXIV,7445
YNL284C-A,-,chrXIV,7460
YNL284C,-,chrXIV,219
YNL283C,-,chrXIV,203
YNL282W,+,chrXIV,52
YNL281W,+,chrXIV,889
YNL280C,-,chrXIV,228
YNL279W,+,chrXIV,26
YNL278W,+,chrXIV,166
YNL277W-A,+,chrXIV,86
YNL277W,+,chrXIV,3309
YNL276C,-,chrXIV,9
YNL275W,+,chrXIV,58
YNL274C,-,chrXIV,162
YNL273W,+,chrXIV,155
YNL272C,-,chrXIV,276
YNL271C,-,chrXIV,842
YNL270C,-,chrXIV,28
YNL269W,+,chrXIV,18
YNL268W,+,chrXIV,1014
YNL267W,+,chrXIV,338
YNL266W,+,chrXIV,55
YNL265C,-,chrXIV,273
YNL265C,-,chrXIV,14
YNL264C,-,chrXIV,111
YNL263C,-,chrXIV,169
YNL262W,+,chrXIV,2712
YNL261W,+,chrXIV,109
YNL260C,-,chrXIV,121
YNL259C,-,chrXIV,168
YNL258C,-,chrXIV,399
YNL257C,-,chrXIV,177
YNL256W,+,chrXIV,114
YNL255C,-,chrXIV,1177
YNL254C,-,chrXIV,133
YNL253W,+,chrXIV,142
YNL252C,-,chrXIV,318
YNL251C,-,chrXIV,125
YNL250W,+,chrXIV,224
YNL249C,-,chrXIV,31
YNL248C,-,chrXIV,628
YNL247W,+,chrXIV,1027
YNL246W,+,chrXIV,52
YNL246W,+,chrXIV,124
YNL245C,-,chrXIV,92
YNL244C,-,chrXIV,505
YNL243W,+,chrXIV,178
YNL242W,+,chrXIV,99
YNL241C,-,chrXIV,865
YNL240C,-,chrXIV,156
YNL239W,+,chrXIV,179
YNL238W,+,chrXIV,253
YNL237W,+,chrXIV,11
YNL236W,+,chrXIV,182
YNL235C,-,chrXIV,14
YNL234W,+,chrXIV,103
YNL233W,+,chrXIV,394
YNL232W,+,chrXIV,388
YNL231C,-,chrXIV,885
YNL230C,-,chrXIV,108
YNL229C,-,chrXIV,582
YNL228W,+,chrXIV,12
YNL226W,+,chrXIV,0
YNL227C,-,chrXIV,694
YNL225C,-,chrXIV,281
YNL224C,-,chrXIV,420
YNL223W,+,chrXIV,36
YNL222W,+,chrXIV,107
YNL221C,-,chrXIV,185
YNL220W,+,chrXIV,137
YNL219C,-,chrXIV,155
YNL218W,+,chrXIV,69
YNL217W,+,chrXIV,266
YNL216W,+,chrXIV,184
YNL215W,+,chrXIV,282
YNL214W,+,chrXIV,34
YNL213C,-,chrXIV,234
YNL212W,+,chrXIV,250
YNL211C,-,chrXIV,105
YNL210W,+,chrXIV,14
YNL209W,+,chrXIV,4214
YNL208W,+,chrXIV,657
YNL207W,+,chrXIV,216
YNL206C,-,chrXIV,239
YNL205C,-,chrXIV,20
YNL204C,-,chrXIV,16
YNL202W,+,chrXIV,32
YNL203C,-,chrXIV,11
YNL201C,-,chrXIV,228
YNL200C,-,chrXIV,120
YNL199C,-,chrXIV,222
YNL198C,-,chrXIV,39
YNL197C,-,chrXIV,228
YNL196C,-,chrXIV,97
YNL195C,-,chrXIV,24
YNL194C,-,chrXIV,18
YNL193W,+,chrXIV,239
YNL192W,+,chrXIV,1605
YNL191W,+,chrXIV,126
YNL190W,+,chrXIV,97
YNL189W,+,chrXIV,926
YNL188W,+,chrXIV,415
YNL187W,+,chrXIV,44
YNL186W,+,chrXIV,911
YNL185C,-,chrXIV,159
YNL184C,-,chrXIV,96
YNL183C,-,chrXIV,410
YNL182C,-,chrXIV,408
YNL181W,+,chrXIV,337
YNL180C,-,chrXIV,1478
YNL179C,-,chrXIV,69
YNL178W,+,chrXIV,4010
YNL177C,-,chrXIV,373
YNL176C,-,chrXIV,315
YNL174W,+,chrXIV,6
YNL175C,-,chrXIV,2642
YNL173C,-,chrXIV,413
YNL172W,+,chrXIV,116
YNL170W,+,chrXIV,69
YNL171C,-,chrXIV,99
YNL169C,-,chrXIV,361
YNL168C,-,chrXIV,90
YNL167C,-,chrXIV,526
YNL166C,-,chrXIV,405
YNL165W,+,chrXIV,62
YNL164C,-,chrXIV,94
YNL163C,-,chrXIV,129
YNL162W-A,+,chrXIV,38
YNL162W,+,chrXIV,10
YNL162W,+,chrXIV,2948
YNL161W,+,chrXIV,229
YNL160W,+,chrXIV,79
YNL159C,-,chrXIV,54
YNL158W,+,chrXIV,133
YNL157W,+,chrXIV,463
YNL156C,-,chrXIV,944
YNL155W,+,chrXIV,765
YNL154C,-,chrXIV,745
YNL153C,-,chrXIV,316
YNL152W,+,chrXIV,61
YNL151C,-,chrXIV,456
YNL150W,+,chrXIV,5
YNL149C,-,chrXIV,1077
YNL148C,-,chrXIV,604
YNL147W,+,chrXIV,534
YNL147W,+,chrXIV,571
YNL146C-A,-,chrXIV,18
YNL146W,+,chrXIV,17
YNL145W,+,chrXIV,704
YNL144W-A,+,chrXIV,1
YNL144C,-,chrXIV,102
YNL143C,-,chrXIV,5648
YNL142W,+,chrXIV,163
YNL141W,+,chrXIV,543
YNL140C,-,chrXIV,157
YNL139C,-,chrXIV,332
YNL138W-A,+,chrXIV,62
YNL138W-A,+,chrXIV,124
YNL138W,+,chrXIV,247
YNL137C,-,chrXIV,322
YNL136W,+,chrXIV,526
YNL135C,-,chrXIV,1541
YNL134C,-,chrXIV,3875
YNL133C,-,chrXIV,292
YNL132W,+,chrXIV,778
YNL131W,+,chrXIV,392
YNL130C,-,chrXIV,149
YNL130C,-,chrXIV,20
YNL130C-A,-,chrXIV,6
YNL129W,+,chrXIV,286
YNL128W,+,chrXIV,92
YNL127W,+,chrXIV,135
YNL126W,+,chrXIV,48
YNL125C,-,chrXIV,228
YNL124W,+,chrXIV,173
YNL123W,+,chrXIV,352
YNL122C,-,chrXIV,196
YNL121C,-,chrXIV,1352
YNL119W,+,chrXIV,80
YNL120C,-,chrXIV,3
YNL118C,-,chrXIV,683
YNL117W,+,chrXIV,24
YNL116W,+,chrXIV,73
YNL115C,-,chrXIV,69
YNL113W,+,chrXIV,1880
YNL114C,-,chrXIV,5
YNL112W,+,chrXIV,269
YNL112W,+,chrXIV,327
YNL111C,-,chrXIV,531
YNL110C,-,chrXIV,2690
YNL109W,+,chrXIV,21
YNL108C,-,chrXIV,94
YNL107W,+,chrXIV,171
YNL105W,+,chrXIV,9
YNL106C,-,chrXIV,80
YNL103W-A,+,chrXIV,23
YNL104C,-,chrXIV,336
YNL103W,+,chrXIV,415
YNL102W,+,chrXIV,300
YNL101W,+,chrXIV,257
YNL100W,+,chrXIV,169
YNL099C,-,chrXIV,315
YNL098C,-,chrXIV,795
YNL097C-B,-,chrXIV,243
YNL097W-A,+,chrXIV,1
YNL097C,-,chrXIV,159
YNL096C,-,chrXIV,2218
YNL096C,-,chrXIV,24
YNL095C,-,chrXIV,221
YNL094W,+,chrXIV,145
YNL093W,+,chrXIV,14
YNL092W,+,chrXIV,90
YNL091W,+,chrXIV,1252
YNL090W,+,chrXIV,168
YNL089C,-,chrXIV,14
YNL088W,+,chrXIV,1277
YNL087W,+,chrXIV,1366
YNL086W,+,chrXIV,77
YNL085W,+,chrXIV,740
YNL084C,-,chrXIV,484
YNL083W,+,chrXIV,72
YNL082W,+,chrXIV,150
YNL081C,-,chrXIV,236
YNL080C,-,chrXIV,163
YNL079C,-,chrXIV,4531
YNL078W,+,chrXIV,147
YNL077W,+,chrXIV,95
YNL076W,+,chrXIV,330
YNL075W,+,chrXIV,1803
YNL074C,-,chrXIV,345
YNL073W,+,chrXIV,48
YNL072W,+,chrXIV,66
YNL071W,+,chrXIV,1581
YNL070W,+,chrXIV,158
YNL069C,-,chrXIV,3657
YNL069C,-,chrXIV,19
YNL068C,-,chrXIV,419
YNL067W-A,+,chrXIV,7
YNL067W-B,+,chrXIV,24
YNL067W,+,chrXIV,859
YNL066W,+,chrXIV,212
YNL065W,+,chrXIV,347
YNL064C,-,chrXIV,1761
YNL063W,+,chrXIV,28
YNL062C,-,chrXIV,296
YNL061W,+,chrXIV,807
YNL059C,-,chrXIV,931
YNL057W,+,chrXIV,9
YNL058C,-,chrXIV,420
YNL056W,+,chrXIV,182
YNL055C,-,chrXIV,543
YNL054W-A,+,chrXIV,17132
YNL054W-B,+,chrXIV,17117
YNL054W-B,+,chrXIV,59892
YNL054W,+,chrXIV,193
YNL053W,+,chrXIV,75
YNL052W,+,chrXIV,239
YNL051W,+,chrXIV,151
YNL050C,-,chrXIV,419
YNL050C,-,chrXIV,175
YNL049C,-,chrXIV,254
YNL048W,+,chrXIV,374
YNL047C,-,chrXIV,83
YNL046W,+,chrXIV,67
YNL045W,+,chrXIV,259
YNL044W,+,chrXIV,17
YNL044W,+,chrXIV,870
YNL043C,-,chrXIV,18
YNL042W-B,+,chrXIV,89
YNL042W,+,chrXIV,240
YNL041C,-,chrXIV,307
YNL040W,+,chrXIV,298
YNL039W,+,chrXIV,703
YNL038W,+,chrXIV,73
YNL038W,+,chrXIV,42
YNL037C,-,chrXIV,305
YNL036W,+,chrXIV,793
YNL035C,-,chrXIV,57
YNL034W,+,chrXIV,14
YNL033W,+,chrXIV,11
YNL032W,+,chrXIV,103
YNL031C,-,chrXIV,3979
YNL030W,+,chrXIV,2831
YNL028W,+,chrXIV,10
YNL029C,-,chrXIV,64
YNL027W,+,chrXIV,124
YNL026W,+,chrXIV,87
YNL025C,-,chrXIV,44
YNL024C-A,-,chrXIV,83
YNL024C,-,chrXIV,64
YNL023C,-,chrXIV,79
YNL022C,-,chrXIV,181
YNL021W,+,chrXIV,245
YNL020C,-,chrXIV,113
YNL019C,-,chrXIV,24
YNL018C,-,chrXIV,23
YNL017C,-,chrXIV,20
YNL016W,+,chrXIV,2374
YNL015W,+,chrXIV,166
YNL014W,+,chrXIV,71
YNL013C,-,chrXIV,31
YNL012W,+,chrXIV,4
YNL012W,+,chrXIV,50
YNL011C,-,chrXIV,77
YNL010W,+,chrXIV,642
YNL009W,+,chrXIV,63
YNL008C,-,chrXIV,86
YNL007C,-,chrXIV,1369
YNL006W,+,chrXIV,148
YNL005C,-,chrXIV,421
YNL004W,+,chrXIV,21
YNL004W,+,chrXIV,577
YNL003C,-,chrXIV,96
YNL002C,-,chrXIV,2169
YNL001W,+,chrXIV,305
YNR001C,-,chrXIV,1336
YNR001W-A,+,chrXIV,4
YNR002C,-,chrXIV,55
YNR003W-A,+,chrXIV,9
YNR003C,-,chrXIV,128
YNR004W,+,chrXIV,28
YNR006W,+,chrXIV,284
YNR005C,-,chrXIV,37
YNR007C,-,chrXIV,86
YNR008W,+,chrXIV,148
YNR009W,+,chrXIV,141
YNR010W,+,chrXIV,125
YNR011C,-,chrXIV,94
YNR012W,+,chrXIV,164
YNR013C,-,chrXIV,282
YNR014W,+,chrXIV,58
YNR015W,+,chrXIV,120
YNR016C,-,chrXIV,1928
YNR017W,+,chrXIV,4769
YNR018W,+,chrXIV,410
YNR019W,+,chrXIV,311
YNR020C,-,chrXIV,934
YNR021W,+,chrXIV,1410
YNR022C,-,chrXIV,352
YNR023W,+,chrXIV,124
YNR024W,+,chrXIV,368
YNR025C,-,chrXIV,85
YNR026C,-,chrXIV,173
YNR027W,+,chrXIV,75
YNR028W,+,chrXIV,235
YNR029C,-,chrXIV,169
YNR030W,+,chrXIV,289
YNR031C,-,chrXIV,215
YNR032W,+,chrXIV,169
YNR032C-A,-,chrXIV,219
YNR033W,+,chrXIV,67
YNR034W,+,chrXIV,92
YNR034W-A,+,chrXIV,77
YNR035C,-,chrXIV,467
YNR036C,-,chrXIV,90
YNR037C,-,chrXIV,112
YNR038W,+,chrXIV,245
YNR039C,-,chrXIV,131
YNR040W,+,chrXIV,51
YNR042W,+,chrXIV,32
YNR041C,-,chrXIV,129
YNR043W,+,chrXIV,699
YNR044W,+,chrXIV,74
YNR045W,+,chrXIV,83
YNR046W,+,chrXIV,471
YNR047W,+,chrXIV,309
YNR048W,+,chrXIV,60
YNR049C,-,chrXIV,146
YNR050C,-,chrXIV,2071
YNR051C,-,chrXIV,1394
YNR052C,-,chrXIV,291
YNR053C,-,chrXIV,517
YNR053C,-,chrXIV,134
YNR054C,-,chrXIV,643
YNR055C,-,chrXIV,123
YNR056C,-,chrXIV,37
YNR057C,-,chrXIV,49
YNR058W,+,chrXIV,36
YNR059W,+,chrXIV,70
YNR060W,+,chrXIV,212
YNR061C,-,chrXIV,49
YNR062C,-,chrXIV,8
YNR063W,+,chrXIV,28
YNR064C,-,chrXIV,9
YNR065C,-,chrXIV,129
YNR066C,-,chrXIV,52
YNR067C,-,chrXIV,284
YNR068C,-,chrXIV,35
YNR069C,-,chrXIV,16
YNR070W,+,chrXIV,26
YNR071C,-,chrXIV,22
YNR072W,+,chrXIV,17074
YNR073C,-,chrXIV,683
YNR074C,-,chrXIV,8
YNR075W,+,chrXIV,26
YNR075C-A,-,chrXIV,4
YNR076W,+,chrXIV,7
YNR077C,-,chrXIV,15
YOL166W-A,+,chrXV,4
YOL166C,-,chrXV,18
YOL165C,-,chrXV,42
YOL164W-A,+,chrXV,1
YOL164W,+,chrXV,27
YOL163W,+,chrXV,9
YOL162W,+,chrXV,9
YOL161C,-,chrXV,3
YOL160W,+,chrXV,8
YOL159C-A,-,chrXV,21
YOL159C,-,chrXV,65
YOL158C,-,chrXV,58
YOL157C,-,chrXV,44
YOL156W,+,chrXV,25
YOL155W-A,+,chrXV,10
YOL155C,-,chrXV,84
YOL154W,+,chrXV,142
YOL153C,-,chrXV,16
YOL152W,+,chrXV,35
YOL151W,+,chrXV,340
YOL150C,-,chrXV,3
YOL149W,+,chrXV,82
YOL148C,-,chrXV,244
YOL147C,-,chrXV,140
YOL146W,+,chrXV,52
YOL145C,-,chrXV,1030
YOL144W,+,chrXV,267
YOL143C,-,chrXV,888
YOL142W,+,chrXV,211
YOL141W,+,chrXV,29
YOL140W,+,chrXV,166
YOL139C,-,chrXV,3875
YOL138C,-,chrXV,262
YOL137W,+,chrXV,80
YOL136C,-,chrXV,228
YOL135C,-,chrXV,163
YOL133W,+,chrXV,177
YOL134C,-,chrXV,36
YOL132W,+,chrXV,17
YOL131W,+,chrXV,6
YOL130W,+,chrXV,190
YOL129W,+,chrXV,215
YOL128C,-,chrXV,124
YOL127W,+,chrXV,18
YOL127W,+,chrXV,922
YOL126C,-,chrXV,1433
YOL125W,+,chrXV,204
YOL124C,-,chrXV,952
YOL123W,+,chrXV,1067
YOL122C,-,chrXV,203
YOL121C,-,chrXV,878
YOL121C,-,chrXV,9
YOL120C,-,chrXV,6233
YOL120C,-,chrXV,25
YOL119C,-,chrXV,194
YOL118C,-,chrXV,3
YOL117W,+,chrXV,134
YOL116W,+,chrXV,121
YOL115W,+,chrXV,1010
YOL114C,-,chrXV,139
YOL113W,+,chrXV,241
YOL112W,+,chrXV,251
YOL111C,-,chrXV,205
YOL110W,+,chrXV,16
YOL109W,+,chrXV,4104
YOL108C,-,chrXV,313
YOL107W,+,chrXV,67
YOL106W,+,chrXV,67
YOL105C,-,chrXV,85
YOL104C,-,chrXV,22
YOL103W-A,+,chrXV,21322
YOL103W-B,+,chrXV,21307
YOL103W-B,+,chrXV,72075
YOL103W,+,chrXV,512
YOL102C,-,chrXV,49
YOL101C,-,chrXV,29
YOL100W,+,chrXV,245
YOL099C,-,chrXV,88
YOL098C,-,chrXV,347
YOL097W-A,+,chrXV,20
YOL097C,-,chrXV,1021
YOL096C,-,chrXV,63
YOL095C,-,chrXV,55
YOL094C,-,chrXV,185
YOL093W,+,chrXV,491
YOL092W,+,chrXV,240
YOL091W,+,chrXV,36
YOL090W,+,chrXV,332
YOL089C,-,chrXV,149
YOL088C,-,chrXV,172
YOL087C,-,chrXV,163
YOL086W-A,+,chrXV,25
YOL086C,-,chrXV,2392
YOL085W-A,+,chrXV,10
YOL085C,-,chrXV,7
YOL084W,+,chrXV,22
YOL083W,+,chrXV,21
YOL083C-A,-,chrXV,5
YOL082W,+,chrXV,77
YOL081W,+,chrXV,1041
YOL079W,+,chrXV,12
YOL080C,-,chrXV,169
YOL078W,+,chrXV,532
YOL077W-A,+,chrXV,1487
YOL077C,-,chrXV,1376
YOL076W,+,chrXV,209
YOL075C,-,chrXV,317
YOL073C,-,chrXV,84
YOL072W,+,chrXV,102
YOL071W,+,chrXV,102
YOL070C,-,chrXV,291
YOL069W,+,chrXV,58
YOL068C,-,chrXV,4008
YOL067C,-,chrXV,28
YOL066C,-,chrXV,1225
YOL065C,-,chrXV,1224
YOL064C,-,chrXV,94
YOL063C,-,chrXV,73
YOL062C,-,chrXV,82
YOL061W,+,chrXV,141
YOL060C,-,chrXV,180
YOL059W,+,chrXV,399
YOL058W,+,chrXV,1059
YOL057W,+,chrXV,212
YOL056W,+,chrXV,37
YOL055C,-,chrXV,64
YOL054W,+,chrXV,175
YOL053W,+,chrXV,91
YOL052C-A,-,chrXV,75
YOL052C,-,chrXV,226
YOL051W,+,chrXV,324
YOL050C,-,chrXV,9
YOL049W,+,chrXV,248
YOL048C,-,chrXV,45
YOL048C,-,chrXV,8
YOL047C,-,chrXV,14
YOL047C,-,chrXV,5
YOL045W,+,chrXV,188
YOL046C,-,chrXV,2
YOL044W,+,chrXV,70
YOL043C,-,chrXV,71
YOL042W,+,chrXV,58
YOL041C,-,chrXV,1239
YOL040C,-,chrXV,3087
YOL039W,+,chrXV,5719
YOL038C-A,-,chrXV,21
YOL038W,+,chrXV,1727
YOL036W,+,chrXV,400
YOL037C,-,chrXV,10
YOL035C,-,chrXV,11
YOL034W,+,chrXV,196
YOL033W,+,chrXV,82
YOL032W,+,chrXV,172
YOL031C,-,chrXV,53
YOL030W,+,chrXV,127
YOL029C,-,chrXV,291
YOL028C,-,chrXV,110
YOL027C,-,chrXV,794
YOL026C,-,chrXV,446
YOL025W,+,chrXV,73
YOL024W,+,chrXV,4
YOL023W,+,chrXV,173
YOL022C,-,chrXV,299
YOL021C,-,chrXV,521
YOL020W,+,chrXV,288
YOL019W-A,+,chrXV,10
YOL019W,+,chrXV,573
YOL018C,-,chrXV,86
YOL017W,+,chrXV,83
YOL016C,-,chrXV,611
YOL015W,+,chrXV,42
YOL014W,+,chrXV,84
YOL013W-B,+,chrXV,148
YOL013W-A,+,chrXV,159
YOL013C,-,chrXV,99
YOL012C,-,chrXV,444
YOL011W,+,chrXV,383
YOL010W,+,chrXV,147
YOL009C,-,chrXV,56
YOL008W,+,chrXV,60
YOL007C,-,chrXV,94
YOL006C,-,chrXV,659
YOL005C,-,chrXV,10970
YOL004W,+,chrXV,552
YOL003C,-,chrXV,77
YOL002C,-,chrXV,43
YOL001W,+,chrXV,57
YOR001W,+,chrXV,227
YOR002W,+,chrXV,144
YOR003W,+,chrXV,83
YOR004W,+,chrXV,437
YOR005C,-,chrXV,71
YOR006C,-,chrXV,372
YOR007C,-,chrXV,697
YOR008C,-,chrXV,365
YOR008C-A,-,chrXV,106
YOR008W-B,+,chrXV,9
YOR009W,+,chrXV,28
